permit_number	streetname	Cross Street 1	Cross Street 2	Permit Type	Agent	AgentPhone	Permit Purpose	Approved Date	Status	cnn	permit_zipcode	permit_start_date	permit_end_date	permit_address	24/7 Contact	Inspector	CurbRampWork	X	Y	Latitude	Longitude	Location
20TC-00336	VALENCIA ST	SPARROW ST	16TH ST	TableChair	Manny's	(415) 203-7122	Shared Spaces Program	06/17/2020	APPROVED	13059000	94103	06/17/2020	06/30/2022	3092 16TH ST	Refer to Agent			6006252.00859	2106739.76846	37.765059492504065	-122.42158549306473	(37.765059492504065, -122.42158549306473)
20TC-00402	BRYANT ST	26TH ST	CESAR CHAVEZ ST	TableChair	Hop Oast Pub & Brewery	(415) 370-8898	Shared Spaces Program	06/29/2020	APPROVED	3316000	94110	06/29/2020	06/30/2022	2887 BRYANT ST	Refer to Agent	Ariel Garcia		6009866.3484	2100648.74137	37.748538037803684	-122.4086545999874	(37.748538037803684, -122.4086545999874)
20TC-01502	21ST ST	BRYANT ST	FLORIDA ST	TableChair	Studio Salon	(650) 580-4163	Address: 2759 21st Street. Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	12/30/2020	APPROVED	1100000	94110	09/22/2020	06/30/2022		(650) 580-4163			6009527.93127	2103943.89276	37.75756682788	-122.41005744097777	(37.75756682788, -122.41005744097777)
20TC-00279	MISSION ST	25TH ST	26TH ST	TableChair	Reem's CA Mission LLC	(415) 780-3294	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	01/11/2021	APPROVED	9127000	94110	10/20/2020	06/30/2022	2901 MISSION ST	Refer to Agent			6007152.03107	2101430.63013	37.75053253117971	-122.41809611280338	(37.75053253117971, -122.41809611280338)
20TC-00761	09TH ST	CLEMENTINA ST	FOLSOM ST	TableChair	Azucar Lounge	(415) 235-9948	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring property, Matt Painter, at 283 9th Street. Written permission from neighboring property owner/tenant is required.	06/28/2021	APPROVED	453000	94103	09/14/2020	06/30/2022	299 09TH ST	(415) 235-9948			6009175.63115	2109954.59671	37.77405108434757	-122.41170053628255	(37.77405108434757, -122.41170053628255)
20TC-01334	HAIGHT ST	WEBSTER ST	FILLMORE ST	TableChair	Paula's cafe	(415) 859-0747	Shared Spaces Program. Occupancy of parking space fronting neighboring property, Tommy Lee, at 480-484 Haight Street. Written permission from neighboring property owner/tenant is required.	01/14/2021	APPROVED	6607000	94117	01/14/2021	06/30/2022	488 HAIGHT ST	(415) 859-0747			6003800.41718	2109416.64392	37.77227099998452	-122.43025593376201	(37.77227099998452, -122.43025593376201)
20TC-01784	SUTTER ST	MASON ST	TAYLOR ST	TableChair	Cesario's	(650) 740-1325	Shared Spaces Program	10/15/2020	APPROVED	12324000	94102	10/15/2020	06/30/2022	601 SUTTER ST	(650) 740-1325			6009636.56973	2115279.10178	37.78869675879977	-122.41048211770688	(37.78869675879977, -122.41048211770688)
20TC-01799	UNION ST	BUCHANAN ST	WEBSTER ST	TableChair	Muesi Cafe	(925) 413-7802	Address: 2055B Union Street. Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	01/27/2021	APPROVED	12870000	94123	10/23/2020	06/30/2022	2055 UNION ST	(925) 413-7802	Muhammad Yasir		6003162.59187	2118532.6353	37.7972650636826	-122.43311367148723	(37.7972650636826, -122.43311367148723)
20TC-02057	04TH ST	LONG BRIDGE VARA	LONG BRIDGE ST	TableChair	Casey's Pizza, LLC	415-336-1368	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	12/18/2020	APPROVED	19981002	94158	12/18/2020	06/30/2022	1170 04TH ST	(415) 336-1368			6015006.163	2109647.56514	37.7735333922674	-122.39151008924162	(37.7735333922674, -122.39151008924162)
20TC-00317	RUSS ST	HOWARD ST	FOLSOM ST	TableChair	Fondue Cowboy	(415) 517-8434	Shared Spaces Program	06/17/2020	APPROVED	11186000	94103	06/17/2020	06/30/2022	1052 FOLSOM ST	Refer to Agent			6010552.3471	2111222.38909	37.77760928050242	-122.40702759455816	(37.77760928050242, -122.40702759455816)
20TC-00555	24TH ST	OSAGE ALY	BARTLETT ST	TableChair	Beloved Cafe	415-548-0477	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring properties, Caroline Brown at 3336 24th Street, and Chris Collins at 3340 24th Street. Written permission from neighboring property owner/tenant is required.	01/15/2021	APPROVED	1347000	94110	11/02/2020	06/30/2022	3338 24TH ST	415-548-0477			6006829.59847	2102085.25887	37.75231183910013	-122.41925754409446	(37.75231183910013, -122.41925754409446)
20TC-00352	OFARRELL ST	STOCKTON ST	POWELL ST	TableChair	BOUDIN BAKERY-170 O'Farrell St	(415) 305-3935	Shared Spaces Program	06/17/2020	APPROVED	9722000	94102	06/17/2020	06/30/2022	170 OFARRELL ST	Refer to Agent			6010465.88074	2114466.39474	37.786511716121616	-122.40755548666503	(37.786511716121616, -122.40755548666503)
20TC-02019	MISSION ST	06TH ST	07TH ST	TableChair	Milieu LLC	(414) 217-9484	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	12/04/2020	APPROVED	9100000	94103	12/04/2020	06/30/2022	1085 MISSION ST	Refer to Agent			6009556.47456	2111917.38596	37.77946179907824	-122.41052175684295	(37.77946179907824, -122.41052175684295)
21TC-00549	GREEN ST	OCTAVIA ST	LAGUNA ST	TableChair	Green Street Market	(415) 567-6377	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	08/05/2021	APPROVED	6471000	94123	08/05/2021	06/30/2022	1898 GREEN ST	Refer to Agent			6003991.94187	2118397.35204	37.796940620334304	-122.43023425472147	(37.796940620334304, -122.43023425472147)
20TC-01820	BALBOA ST	19TH AVE	20TH AVE	TableChair	Fresh League	(415) 619-8678	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring property, Tameron Stuber, Alyssa Brandfass, Tim Herod, at 1821 Balboa Street. Written permission from neighboring property owner/tenant is required.	01/11/2021	APPROVED	2664000	94121	10/20/2020	06/30/2022	1819 BALBOA ST	(415) 619-8678	Pamela Breaux		5989958.37467	2111225.73487	37.776444515089324	-122.47826856839205	(37.776444515089324, -122.47826856839205)
19IE-00777	BRADY ST	STEVENSON ST	COLTON ST	StrtImprov	A.R. Sanchez-Corea & Associates, Inc.	(415) 333-8080	Remove and reconstruct sidewalk and curb ramp(s) per approved plan, Additional paving and pavement conforms to adjacent property as directed by City Inspector.   Field inspection is MANDATORY prior to excavation and pouring concrete, call 1-628-271-2000 or email dpw-bsminspects@sfdpw.org  to schedule to schedule. This permit is in conjunction with vault permit(s). Mazzola Gardens	03/21/2022	APPROVED	3069000	94103		09/15/2024	1621 MARKET ST	Refer to Agent			6006595.53251	2109916.87661	37.773802441216205	-122.4206228795147	(37.773802441216205, -122.4206228795147)
21MFF-00152	02ND ST	BRANNAN ST	TOWNSEND ST	FoodFac	Chairman SF, LLC	415-846-1711		12/30/2021	APPROVED	147000	94107	12/30/2021	11/15/2022		Refer to Agent			6015122.80436	2112446.98736	37.78122645251676	-122.39130233495628	(37.78122645251676, -122.39130233495628)
20TC-01977	COLE ST	CARL ST	PARNASSUS AVE	TableChair	Padrecito	415-713-3439	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	08/13/2021	APPROVED	4243000	94117	11/19/2020	06/30/2022	901 COLE ST	Refer to Agent			5997982.62126	2107108.26773	37.76560154419911	-122.45021369415811	(37.76560154419911, -122.45021369415811)
20TC-01669	FILLMORE ST	SACRAMENTO ST	CLAY ST	TableChair	LA MEDITERRANEE	(415) 305-7322	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring property, Prado Group, at 2208-2216 Fillmore Street. Written permission from neighboring property owner/tenant is required.	07/09/2021	APPROVED	5554000	94115	10/07/2020	06/30/2022	2210 FILLMORE ST	(415) 305-7322			6002876.08608	2115924.48987	37.790087511990535	-122.43391852991833	(37.790087511990535, -122.43391852991833)
20TC-01879	03RD ST	SHAFTER AVE	THOMAS AVE	TableChair	Frisco Fried	(415) 519-5955	Shared Spaces Program. Occupancy of parking space fronting neighboring property, Michael Musleh, at 5172-5176 3rd Street. Written permission from neighboring property owner/tenant is required.	01/27/2021	APPROVED	216201	94124	10/30/2020	06/30/2022	5176 03RD ST	(415) 519-5955			6014490.6789	2094215.87581	37.731132632251516	-122.39221377347374	(37.731132632251516, -122.39221377347374)
20TC-00893	CLAY ST	MONTGOMERY ST	KEARNY ST	TableChair	Hinodeya Ramen Bar	(415) 699-9046	Shared Spaces Program	08/24/2020	APPROVED	4086000	94111	08/24/2020	06/30/2022	680 CLAY ST	(415) 699-9046			6011398.65643	2117411.34423	37.79465001373423	-122.40453567688414	(37.79465001373423, -122.40453567688414)
20TC-01991	POWELL ST	SUTTER ST	ANSON PL	TableChair	Maru Sushi	(650) 465-5621	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	12/07/2020	APPROVED	10680000	94108	12/07/2020	06/30/2022	529 POWELL ST	Refer to Agent			6010124.44474	2115616.9492	37.789651745259285	-122.4088179789323	(37.789651745259285, -122.4088179789323)
21TC-00312	FILLMORE ST	HAIGHT ST	PAGE ST	TableChair	JWR Inc.	(415) 355-9125	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	04/13/2021	APPROVED	5534000	94117	04/13/2021	06/30/2022	500 HAIGHT ST	(415) 355-9125			6003632.30845	2109393.24807	37.772197237415085	-122.43083576666464	(37.772197237415085, -122.43083576666464)
20TC-01672	20TH AVE	GEARY BLVD	ANZA ST	TableChair	Taboonsf	(858) 337-8533	DBA: Hummus Bodega. Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	04/26/2021	APPROVED	1001000	94121	10/07/2020	06/30/2022	5549 GEARY BLVD	(858) 337-8533	Pamela Breaux		5989738.55113	2112564.56587	37.78010781024153	-122.47912694958922	(37.78010781024153, -122.47912694958922)
20TC-01008	CORTLAND AVE	BENNINGTON ST	WOOL ST	TableChair	Vega Pizzeria	(510) 706-0177	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	05/11/2021	APPROVED	4424000	94110	08/31/2020	06/30/2022	419 CORTLAND AVE	(510) 706-0177	Ariel Garcia		6007261.077	2097329.03928	37.73927661898632	-122.41742837853397	(37.73927661898632, -122.41742837853397)
20TC-01338	WASHINGTON ST	GRANT AVE	WAVERLY PL	TableChair	WOK&ROLL, INC DBA; IMPERIAL PALACE RESTAURANT	(415) 793-1898	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	02/02/2021	APPROVED	13414000	94108	09/04/2020	06/30/2022	816 WASHINGTON ST	(415) 793-1898			6010734.56524	2117628.3602	37.79520875114988	-122.40684883315699	(37.79520875114988, -122.40684883315699)
20TC-00266	CALIFORNIA ST	FRONT ST	BATTERY ST	TableChair	Perbacco	(415) 385-4819	Shared Spaces Program. Occupancy of sidewalk fronting neighboring business, Barbacco, at 220 California Street. Written permission from neighboring property owner/tenant required.	06/18/2020	APPROVED	3526000	94111	06/18/2020	06/30/2022	230 CALIFORNIA ST	Refer to Agent			6012907.98478	2116933.75529	37.793422902726526	-122.3992796261843	(37.793422902726526, -122.3992796261843)
21EXC-05376	LELAND AVE	ELLIOT ST	BRITTON ST	Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	8301000	94134	03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6008694.82682	2088004.2002	37.713753158622985	-122.41181235785714	(37.713753158622985, -122.41181235785714)
20TC-01036	CHURCH ST	DUBOCE AVE	RESERVOIR ST	TableChair	BEIT RIMA	(415) 810-7447	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	12/04/2020	APPROVED	4007000	94114	08/19/2020	06/30/2022	138 CHURCH ST	(415) 810-7447			6004058.21117	2108123.25578	37.76873426920799	-122.4292719572461	(37.76873426920799, -122.4292719572461)
20TC-00475	30TH ST	CHENERY ST	CHURCH ST	TableChair	La Ciccia	(415) 550-8114	Shared Spaces Program. Occupancy of sidewalk space fronting neighboring property, Dan Waldman, at 1801 Church Street on the 30th Street side. Written permission from neighboring property owner/tenant is required.	06/25/2020	APPROVED	1667000	94131	06/25/2020	06/30/2022	291 30TH ST	Refer to Agent			6004625.35568	2098365.35017	37.7419734414694	-122.42661530558686	(37.7419734414694, -122.42661530558686)
20TC-01323	KEARNY ST	SACRAMENTO ST	COMMERCIAL ST	TableChair	GOOD LUCK CAFE AND DELI	(415) 706-5789	Shared Spaces Program	09/01/2020	APPROVED	7756000	94108	09/01/2020	06/30/2022	621 KEARNY ST	(415) 706-5789			6011310.07	2117125.20668	37.79385939761862	-122.40482204444609	(37.79385939761862, -122.40482204444609)
21EXC-05376	SOUTH VAN NESS AVE	15TH ST	ADAIR ST	Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	12021000	94103	03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6007414.6761	2107159.93942	37.766278674175986	-122.4175938851038	(37.766278674175986, -122.4175938851038)
21EXC-06068	32ND AVE	NORIEGA ST		Excavation	Pacific Gas & Electric	415-695-3500	R3 G GPRP RPL WEST SUNSET 4 SAN FRANCISCO - PM 35193773	03/25/2022	ACTIVE	27679000		01/31/2022	09/02/2022		4156953500	Teresa McNamara		5986276.11641	2102993.51879	37.75362669904579	-122.49040061437235	(37.75362669904579, -122.49040061437235)
21EXC-05376	12TH ST	SOUTH VAN NESS AVE		Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	24358000		03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6007239.934	2109328.12516	37.77222216624337	-122.41835203340928	(37.77222216624337, -122.41835203340928)
21EXC-05915	FOWLER AVE	JUANITA WAY	TERESITA BLVD	Excavation	D'Arcy and Harty Construction,Inc.	415 559 3325	San Francisco Various Location Pavement & Sewer Renovation No.48	03/09/2022	APPROVED	5742000	94127	02/28/2022	10/21/2023		415-559-3325			5997237.823	2099087.154	37.74353493207729	-122.45221095832079	(37.74353493207729, -122.45221095832079)
21EXC-05376	CAMPBELL AVE	BRUSSELS ST	GOETTINGEN ST	Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	3638000	94134	03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6011801.9209	2088389.60525	37.71498522369261	-122.40110010105181	(37.71498522369261, -122.40110010105181)
21EXC-05915	18TH AVE	KIRKHAM ST	LAWTON ST	Excavation	D'Arcy and Harty Construction,Inc.	415 559 3325	San Francisco Various Location Pavement & Sewer Renovation No.48	03/09/2022	APPROVED	837000	94122	02/28/2022	10/21/2023		415-559-3325			5990557.04722	2104840.30658	37.75894659103996	-122.47573121307202	(37.75894659103996, -122.47573121307202)
21EXC-05376	PLUM ST	MISSION ST	SOUTH VAN NESS AVE	Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	10510000	94103	03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6007090.1746	2108864.63836	37.77094111017588	-122.41883718822825	(37.77094111017588, -122.41883718822825)
21EXC-05376	SAWYER ST	LELAND AVE	VISITACION AVE	Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	11666000	94134	03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6008024.40967	2088027.98548	37.71378083450673	-122.41413125446566	(37.71378083450673, -122.41413125446566)
21EXC-05376	BRYANT ST	10TH ST \ HWY 101 S ON RAMP	11TH ST \ 13TH ST \ DIVISION ST	Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	3301000	94103	03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6009539.65709	2108428.00841	37.76987984191463	-122.41033349285054	(37.76987984191463, -122.41033349285054)
21EXC-05754	GENEVA AVE	PARQUE DR		Excavation	Pacific Gas & Electric	510-332-6331	Martin Bypass - Phase 4 (Geneva/Carter SF boundary to Santos St)	04/13/2022	APPROVED	21361000		05/13/2022	10/05/2022		Refer to Contractor	O'Brian Buchanan		6005455.876	2086398.567	37.70916219200424	-122.42289332870837	(37.70916219200424, -122.42289332870837)
22EXC-00778	CUTLER AVE	47TH AVE	GREAT HWY	Excavation	Pavement Coatings Co	916-642-1751	PW AS NEEDED PAVEMENT PRESERVATION CONTRACT 4B(GENERAL AS NEEDED CONTRACT G18 1000016821- 1212I	03/10/2022	APPROVED	4562000	94116	04/14/2022	10/14/2022		CABO MONTEJANO 916-500-3159	Ben Volberding		5981684.62481	2097052.5748	37.73704528293262	-122.50583832441372	(37.73704528293262, -122.50583832441372)
22EXC-00710	16TH AVE	NORIEGA ST	NORIEGA ST	Excavation	Pacific Gas & Electric	415-695-3500	45073805  - Inner Sunset 1: Fusion Failure	02/17/2022	ACTIVE	685000	94122	03/14/2022	07/22/2022		4156953500	Teresa McNamara		5991228.28882	2103375.99055	37.75496485817421	-122.4733029691746	(37.75496485817421, -122.4733029691746)
21EXC-06068	44TH AVE	NORIEGA ST	ORTEGA ST	Excavation	Pacific Gas & Electric	415-695-3500	R3 G GPRP RPL WEST SUNSET 4 SAN FRANCISCO - PM 35193773	03/25/2022	ACTIVE	1982000	94122	01/31/2022	09/02/2022		4156953500	Teresa McNamara		5982565.49195	2102525.63247	37.7521245936072	-122.50319792140675	(37.7521245936072, -122.50319792140675)
21EXC-00107	BRUNSWICK ST	FLORENTINE AVE		Excavation	Precision Engineering, Inc.	415-350-7078	Various Locations Sewer Replacement No. 6	07/26/2021	ACTIVE	21468000		08/09/2021	10/07/2022		415-760-8718			5999739.56198	2087100.1604	37.71076440693921	-122.44270006771177	(37.71076440693921, -122.44270006771177)
21EXC-05376	BRITTON ST	LELAND AVE		Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	20384000		03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6008635.12419	2088025.8696	37.713809308783446	-122.41202024325949	(37.713809308783446, -122.41202024325949)
22EXC-00778	ROLPH ST	SOUTH HILL BLVD \ WINDING WAY	LINDA VISTA STPS	Excavation	Pavement Coatings Co	916-642-1751	PW AS NEEDED PAVEMENT PRESERVATION CONTRACT 4B(GENERAL AS NEEDED CONTRACT G18 1000016821- 1212I	03/10/2022	APPROVED	11128000	94112	04/14/2022	10/14/2022		CABO MONTEJANO 916-500-3159	Ben Volberding		6003125.746	2087407.949	37.71180199431053	-122.43101860407506	(37.71180199431053, -122.43101860407506)
22EXC-00778	WAWONA ST	28TH AVE	30TH AVE	Excavation	Pavement Coatings Co	916-642-1751	PW AS NEEDED PAVEMENT PRESERVATION CONTRACT 4B(GENERAL AS NEEDED CONTRACT G18 1000016821- 1212I	03/10/2022	APPROVED	13483000	94116	04/14/2022	10/14/2022		CABO MONTEJANO 916-500-3159	Ben Volberding		5987370.088	2096826.65	37.736757967777244	-122.48616479109882	(37.736757967777244, -122.48616479109882)
